id,question,choices,explanation,answer
1745,"Trong mỗi bữa cơm, nhà Mai có 6 người lớn ăn cơm bằng đũa Để đủ cho mỗi người lớn có một đôi đũa, số chiếc đũa Mai cần lấy là:","['A. 12 chiếc', 'B. 8 chiếc', 'C. 10 chiếc', 'D. 14 chiếc']",Số chiếc đũa Mai cần lấy là:2 ${\times}$ 6 = 12 (chiếc đũa),A. 12 chiếc
1747,Trong một năm có bao nhiêu tháng có 31 ngày?,"['A. 4 tháng', 'B. 5 tháng', 'C. 7 tháng', 'D. 8 tháng']","Phương pháp
 Em có thể xác định các tháng có 31 ngày dựa theo các khớp lồi trên 2 bàn tay, đếm lần lượt từ tay trái đến tay phải, từ tháng 1 đến tháng 12.
 Cách giải
 Trong một năm có 7 tháng có 31 ngày là tháng 1, 3, 5, 7, 8, 10, 12
 Đáp án: C.",C. 7 tháng
1748,"Trong một tuần, nếu hôm nay là thứ ba ngày 20 thì chủ nhật là:","['A. ngày 25', 'B. ngày 21', 'C. ngày 23', 'D. ngày 24']","Thứ ba ngày 20;
 Thứ tư ngày 21;
 Thứ năm ngày 22;
 Thứ sáu ngày 23;
 Thứ bảy ngày 24;
 Chủ nhật ngày 25.
 Vậy nếu thứ ba ngày 20 thì chủ nhật ngày 25.",A. ngày 25
175,7 ${\times}$ 5 ? ? ? 5 ${\times}$ 10,"['A. 5 ${\\times}$ 6', 'B. 2 ${\\times}$ 9', 'C. 5 ${\\times}$ 9', 'D. 7 ${\\times}$ 2']","7 ${\times}$ 5 ? ? ? 5 ${\times}$ 10
 Ta có: 7 ${\times}$ 5 = 355 ${\times}$ 10 = 50
 Vậy 35 ? ? ? 50
 Ta lại có: 5 ${\times}$ 6 = 30 2 ${\times}$ 9 = 18 5 ${\times}$ 9 = 45 7 ${\times}$ 2 = 14
 Vậy phép tính đúng là: 5 ${\times}$ 9",C. 5 ${\times}$ 9
1754,"Trong phép tính: 24 – 14 = 10, số trừ là:","['A. 24', 'B. 24 – 14', 'C. 14', 'D. 10']","Trong phép tính: 24 – 14 = 10
 24: số bị trừ
 14: số trừ
 Vậy số trừ là: 14",C. 14
1755,"Trong phép tính: 36 + 12 = 48 , 36 + 12 được gọi là:","['A. Số hạng', 'B. Hiệu', 'C. Số bị trừ', 'D. Tổng']","Trong phép tính: 36 + 12 = 48
 Ta có:
 36: số hạng
 12: số hạng
 36 + 12: tổng",D. Tổng
1756,"Trong phép tính: 63 – 32 = 31, 63 – 32 được gọi là:","['A. Số trừ', 'B. Hiệu', 'C. Số bị trừ', 'D. Tổng']","Trong phép tính: 63 – 32 = 31
 63: số bị trừ
 32: số trừ
 63 – 32: hiệu",B. Hiệu
1757,"Trong số 28 653, chữ số 6 có giá trị là:","['A. 60 000', 'B. 6 000', 'C. 600', 'D. 60']","Trong số 28 653, chữ số 6 có giá trị là: 600",C. 600
176,7 dm2 8cm2 = …….. cm2. Số thích hợp điền vào chỗ chấm là:,"['A. 7,08', 'B. 0,87', 'C. 70,8', 'D. 708']",,D. 708
1760,"Trong số 642, giá trị của chữ số 4 gấp giá trị của chữ số 2 là:","['A. 2 lần', 'B. 20 lần', 'C. 200 lần', 'D. 300 lần']","Trong số 642, giá trị của chữ số 4 là 40
 Giá trị của chữ số 2 là 2
 Giá trị chữ số 4 gấp giá trị của chữ số 2 là: 40 : 2 = 20 (lần)",B. 20 lần
1761,"Trong số 67 213, giá trị của chữ số 6 gấp giá trị của chữ số 3 là:","['A. 2 lần', 'B. 200 lần', 'C. 2 000 lần', 'D. 20 000 lần']","Trong số 67 213: 
 Giá trị của chữ số 6 là: 60 000Giá trị của chữ số 3 là: 3
 Giá trị của chữ số 6 gấp giá trị của chữ số 3 là: 60 000 : 3 = 20 000 (lần)
 Đáp số: 20 000 lần",D. 20 000 lần
1762,"Trong số 76 235, giá trị của chữ số 7 hơn giá trị của chữ số 6 số đơn vị là:","['A. l đơn vị', 'B. 1 000 đơn vị', 'C. 64 000 đơn vị', 'D. 10 000 đơn vị']","Trong số 76 235:
 - Giá trị của chữ số 7 là 70 000
 - Giá trị của chữ số 6 là 6 000
 Giá trị của chữ số 7 hơn giá trị của chữ số 6 số đơn vị là:
 70 000 – 6 000 = 64 000 (đơn vị)
 Đáp số: 64 000 đơn vị",C. 64 000 đơn vị
1763,"Trong số 84 591, chữ số 8 có giá trị là:","['A. 80 000', 'B. 8 000', 'C. 800', 'D. 80']","Trong số 84 591, chữ số 8 thuộc hàng chục nghìn và có giá trị là 80 000.",A. 80 000
1764,"Trong số 912 345, chữ số 1 có giá trị là:","['A. 1', 'B. 1 000', 'C. 12 345', 'D. 10 000']","Trong số 912 345, chữ số 1 có giá trị là: 10 000",D. 10 000
1765,"Trong số thập phân 32,469 chữ số 6 thuộc hàng:","['A. Hàng nghìn', 'B. Hàng phần nghìn', 'C. Hàng phần mười', 'D. Hàng phần trăm']","Trong số thập phân 32,469 chữ số 6 thuộc hàng: phần trăm.",D. Hàng phần trăm
1766,"Trong số thập phân 89,3045 số 5 thuộc hàng:","['A. Hàng phần mười', 'B. Hàng phần trăm', 'C. Hàng phần nghìn', 'D. Hàng phần mười nghìn']","Trong số thập phân 89,3045 số 5 thuộc hàng phần mười nghìn.",D. Hàng phần mười nghìn
177,7 tạ 50 kg = ….. kg. Số thích hợp cần điền vào chỗ chấm là:,"['A. 750', 'B. 7 500', 'C. 7 050', 'D. 5 070']",,A. 750
1776,"Trung bình cộng hai số là 160, biết số lớn hơn số bé là 20. Tìm hai số đó.","['A. 180 và 140', 'B. 170 và 150', 'C. 30 và 50', 'D. 90 và 70']","Tổng của hai số là: 160 ${\times}$ 2 = 320 
Số lớn là: (320 + 20) : 2 = 170 
Số bé là: 320 – 170 = 150",B. 170 và 150
1778,Từ 100 đến 1 000 có tất cả bao nhiêu số tròn trăm?,"['A. 9 số', 'B. 10 số', 'C. 11 số', 'D. 12 số']","Từ 100 đến 1 000 có số tròn trăm là:100, 200, 300, 400, 500, 600, 700, 800, 900, 1 000 Vậy có tất cả 10 số tròn trăm.",B. 10 số
178,72 là hiệu của:,"['A. 65 và 7', 'B. 91 và 19', 'C. 80 và 22', 'D. 46 và 26']",,B. 91 và 19
1780,Từ 300 đến 400 có tất cả bao nhiêu số tròn chục?,"['A. 9 số', 'B. 10 số', 'C. 11 số', 'D. 12 số']","Từ 300 đến 400 có các số tròn chục là: 300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400. Vậy có tất cả 11 số tròn chục",C. 11 số
1784,"Từ các số 5, 2, 7, 0, 6 lập được bao nhiêu số có 5 chữ số khác nhau mà chữ số hàng chục của số đó bằng 2 và chữ số hàng đơn vị bằng 6?","['A. 3 số', 'B. 6 số', 'C. 4 số', 'D. 5 số']","Có thể ghép được 4 số thỏa mãn yêu cầu của đề bài gồm:
 57 026; 50 726
 75 026; 70 526",C. 4 số
1785,"Từ các thẻ số 6, 9, 5, 0, 0 có thể ghép được bao nhiêu số tròn trăm có 5 chữ số?","['A. 4 số', 'B. 5 số', 'C. 6 số', 'D. 7 số']","Có thể ghép được 6 số tròn trăm có 5 chữ số gồm:
 69 500; 65 900
 96 500; 95 600
 56 900; 59 600",C. 6 số
1787,Tú về quê thăm ông bà từ ngày 26 tháng 5 đến ngày 2 tháng 6. Thời gian Tú về quê với ông bà là:,"['A. 5 ngày', 'B. 6 ngày', 'C. 7 ngày', 'D. 8 ngày']","Phương pháp
 - Tháng 5 có 31 ngày.
 - Tính nhẩm số ngày từ 26 tháng 5 đến ngày 2 tháng 6
 Cách giải
 Tháng 5 có 31 ngày.
 Thời gian từ 26 tháng 5 đến ngày 2 tháng 6 là 8 ngày.",D. 8 ngày
179,720 000cm2 = …m2,"['A. 72', 'B. 720', 'C. 7200', 'D. 7,2']",,A. 72
1791,Vì bị ốm nên Mai xin phép cô giáo nghỉ học từ ngày 30 tháng 10 đến hết ngày 1 tháng 11 cùng năm. Số ngày Mai xin nghỉ học là:,"['A. 2 ngày', 'B. 3 ngày', 'C. 4 ngày', 'D. 5 ngày']","Tháng 10 có 31 ngày vậy nên mai nghỉ ngày 30 tháng 10, 31 tháng 10 và 1 tháng 11.Vậy Mai đã xin nghỉ học 3 ngày",B. 3 ngày
1792,Viết $\frac{6}{100}$ dưới dạng số thập phân ta được:,"['A. 0,6', 'B. 0,06', 'C. 0,006', 'D. 0,60']","Ta có: $\frac{6}{100}$ = 0,06.Viết $\frac{6}{100}$ dưới dạng số thập phân, ta được: 0,06.","B. 0,06"
18,Một ô tô dự định đi hết quãng đường AB dài 300km. Ô tô đó đi với vận tốc 60km/giờ và đã đi được 212 giờ. Hỏi ô tô đã đi được bao nhiêu phần trăm quãng đường AB?,"['A. 55%', 'B. 50%', 'C. 45%', 'D. 60%']","2(1/2) giờ = 2,5 giờ
 Quãng đường đi được sau
 212 giờ là:
 60 ⨯ 2,5 = 150 (km)
 Ô tô đã đi được :
 150 : 300 = 0,5 = 50% (quãng đường)
 Vậy khoanh vào câu trả lời đúng là: B. 50%",B. 50%
180,75% của 392 là:,"['A. 294', 'B. 433,2', 'C. 522,66', 'D. 249,7']",,A. 294
1800,Vườn cây ăn quả nhà An có 54 cây bưởi. Bố An trồng thêm 32 cây bưởi nữa. Số cây bưởi nhà An có tất cả là:,"['A. 22 cây', 'B. 21 cây', 'C. 87 cây', 'D. 86 cây']","Số cây bưởi nhà An có tất cả là:
 54 + 32 = 86 (cây)",D. 86 cây
1806,Xưởng sản xuất của bác Nam cần lắp đặt 3 000 chiếc ghế. Mỗi chiếc ghế cần dùng 8 chiếc đinh vít nhưng xưởng của bác mới chỉ có 15 700 chiếc đinh vít. Vậy số đinh vít xưởng sản xuất của bác Nam còn thiếu là:,"['A.8 300 chiếc', 'B.2 400 chiếc', 'C.7 500 chiếc', 'D.9 200 chiếc']","Số chiếc đinh vít cần dùng để lắp đặt 3000 cái ghế là: 3000 ${\times}$ 8 = 24 000 (chiếc)
 Số đinh vít xưởng sản xuất của bác Nam còn thiếu là:24 000 – 15 700 = 8 300 (chiếc)
 Đáp số: 8 300 chiếc",A.8 300 chiếc
181,7740 : 36 = ?,"['A. 214 ( dư 36 )', 'B. 215', 'C. 2141', 'D. 213 (dư 72)']",,B. 215
182,78% = …….. Số thích hợp để điền vào chỗ chấm là:,"['A. $\\frac{78}{10000}$', 'B. $\\frac{78}{1000}$', 'C. $\\frac{78}{100}$', 'D. $\\frac{78}{10}$']",,C. $\frac{78}{100}$
183,79 là số liền trước của:,"['A. 78', 'B. 80', 'C. 81', 'D. 77']","Số cần tìm là số liền sau của 79
 Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy 79 là số liền trước của: 79 + 1 = 80",B. 80
184,7cm2 9mm2 = ....... cm2 số thích hợp viết vào chỗ chỗ chấm là:,"['A. 79', 'B. 790', 'C. 7,09', 'D. 7900']",,"C. 7,09"
185,7hm 3dam = ………m. Số thích hợp điền vào chỗ trống là:,"['A. 73m', 'B. 730m', 'C. 703m', 'D. 370m']",,B. 730m
186,8 dm2 15 cm2 = ….. cm2. Số thích hợp để điền vào chỗ chấm là:,"['A. 815', 'B. 8 015', 'C. 8 150', 'D. 81 500']",,A. 815
187,8 km2 325 dam2 = …… m2. Số thích hợp điền vào chỗ trống là:,"['A. 8032500', 'B. 803250', 'C. 8325000', 'D. 832500']",,A. 8032500
188,8 là thương của hai số nào?,"['A. 16 và 2', 'B. 35 và 5', 'C. 12 và 2', 'D. 45 và 5']","Ta có: 16 : 2 = 835 : 5 = 712 : 2 = 645 : 5 = 9
 Vậy 8 là thương của 16 và 2",A. 16 và 2
189,8 là tích của hai số nào?,"['A. 2 và 5', 'B. 4 và 2', 'C. 5 và 3', 'D. 5 và 1']","Ta có: 2 ${\times}$ 5 = 10 
 4 ${\times}$ 2 = 8
 5 ${\times}$ 3 = 15
 5 ${\times}$ 1 = 5
 Vậy 8 là tích của 4 và 2.",B. 4 và 2
19,"Ngày thứ nhất chú Tài thu mua được 1 350 kg phế liệu, ngày thứ hai thu mua được nhiều hơn ngày thứ nhất 580 kg phế liệu. Vậy sau hai ngày chú Tài thu mua được số ki-lô-gam phế liệu là:","['A. 1 930kg', 'B. 3 280 kg', 'C. 1 830kg', 'D. 2 280 kg']","Ngày thứ hai, chú Tài thu được số ki-lô-gam phế liệu là:1 $350 + 580 = 1$ 930 (kg)Sau hai ngày chú Tài thu được số ki-lô-gam phế liệu là:1 350 + 1 930= 3 280 (kg)Đáp số: 3 280 kg",B. 3 280 kg
190,80% của x bằng 400 thì x bằng:,"['A. 320', 'B. 500', 'C. 520', 'D. 550']",80% của x bằng 400 thì: x = 400 ${\times}$ 100 : 80 = 500,B. 500
191,839 tạ = … tấn là:,"['A. 83,9', 'B. 839', 'C. 8,39', 'D. 0,839']",,"A. 83,9"
192,84 có số liền sau là:,"['A. 83', 'B. 82', 'C. 85', 'D. 86']","Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy 84 có số liền sau là: 84 + 1 = 85",C. 85
193,87 cm2 6 mm2 = … cm2 Số thích hợp để viết vào chỗ chấm là:,"['A. 876', 'B. 87,6', 'C. 87,06', 'D. 87,006 ']","Ta có: $6mm^{2}=\frac{6}{100}cm^{2}=0,06cm^{2}$Vậy 87 cm2 6 mm2 = 87 cm2 + 0,06 cm2 = 87,06 cm2 
 Vậy số thích hợp để viết vào chỗ chấm là : 87,06","C. 87,06"
194,9 là thương của hai số nào?,"['A. 35 và 5', 'B. 18 và 2', 'C. 40 và 5', 'D. 12 và 2']","Ta có: 35 : 5 = 7
 18 : 2 = 9
 40 : 5 = 8
 12 : 2 = 6
 Vậy 9 là thương của 18 và 2.",B. 18 và 2
195,9 tạ 15kg = ... tạ là:,"['A. 915', 'B. 9015', 'C. 91,5', 'D. 9,15']",,"D. 9,15"
196,902 km2 = ............m2. Số thích hợp để viết vào chỗ chấm là:,"['A. 9 002 000 m2', 'B. 92 000 000 m2', 'C. 902 000 000 m2', 'D. 9 020 000 m2']",,C. 902 000 000 m2
197,99 là số liền trước của:,"['A. 97', 'B. 100', 'C. 98', 'D. 96']","Ta tìm số liền sau của 99.Muốn tìm số iền sau của một số, ta lấy số đó cộng thêm 1.Số liền sau của 99 là: $99 + 1 = 100$ .Vậy 99 là số liền trước của: 100.",B. 100
198,9m 2cm = .......cm.,"['A. 92', 'B. 902', 'C. 920', 'D. 9002']",,A. 92
199,9m 6dm = … cm:,"['A. 9600cm', 'B. 96cm', 'C. 906cm', 'D. 960cm']",,D. 960cm
2,“1 giờ 25 phút = ……..phút”. Số thích hợp điền vào chỗ chấm là:,"['A. 85', 'B. 125', 'C. 49', 'D. 1,25']",1 giờ 25 phút = 85 phút.,A. 85
20,"Nhà An cách nhà Vân 800 m. Nhà Bình ở giữa, cách đều nhà An và nhà Vân. Vậy nhà Bình cách nhà An là:","['A. 400 m', 'B. 1 600 m', 'C. 600 m', 'D. 300 m']",Nhà Bình cách nhà An số mét là: 800 : 2 = 400 (m),A. 400 m
200,"An có 24 nhãn vở, An có ít hơn Bình 7 nhãn vở. Hỏi Bình có bao nhiêu nhãn vở?","['A. 31 nhãn vở', 'B. 30 nhãn vở', 'C. 14 nhãn vở']",,A. 31 nhãn vở
201,An có nhiều con tem hình vuông cạnh 2 cm. An muốn xếp các con tem đó lên tấm bìa hình chữ nhật dài 10 cm và rộng 6 cm. Số con tem An có thể xếp lên tấm bìa đó là:,"['A. 15 con tem', 'B. 16 con tem', 'C. 14 con tem', 'D. 13 con tem']","Diện tích tấm bìa hình chữ nhật là:10 ${\times}$ 6 = 60 (cm2)
 Diện tích con tem hình vuông là: 2 ${\times}$ 2 = 4 (cm2)
 Số con tem An có thể xếp lên tấm bìa là:60 : 4 = 15 (con tem)
 Đáp số: 15 con tem",A. 15 con tem
202,An đang nghĩ đến một số có hai chữ số mà số chục là số lớn nhất có một chữ số và số đơn vị là số nhỏ nhất có một chữ số. Số An đang nghĩ đến là:,"['A. 19', 'B. 99', 'C. 90', 'D. 91']",,C. 90
203,An đi khám răng vào ngày 29 tháng 8. Bác sĩ hẹn An đi khám lại ngày 5 tháng 9. Vậy An sẽ đi khám lại sau số ngày là:,"['A. 5 ngày', 'B. 6 ngày', 'C. 7 ngày', 'D. 8 ngày']","Tháng 8 có 31 ngày. An đi khám ngày 29 tháng 8. Bác sĩ hẹn An khám lại ngày 5 tháng 9 
 Số ngày An sẽ khi khám lại là: 2 + 5 = 7 ngày",C. 7 ngày
204,"An đọc một quyển sách trong 2 ngày. Ngày thứ nhất An đọc được 1/7 quyển sách, ngày thứ hai An đọc được 3/14 quyển sách. Hỏi trong 2 ngày An đọc được bao nhiêu phần quyển sách?","['A. 4/21', 'B. 5/14', 'C. 2/7', 'D. 4/14']",Trong 2 ngày An đọc được: 1/7 + 3/14 = 5/14 (quyển sách).,B. 5/14
205,"An muốn qua nhà Bình để cùng Bình đến chơi nhà Cường. Từ nhà An đến nhà Bình có bốn con đường đi, từ nhà Bình đến nhà Cường có 6 con đường đi. Hỏi An có bao nhiêu cách chọn đường đi đến nhà Cường?","['A. 16', 'B. 10', 'C. 24', 'D. 36']",,C. 24
206,An rót nước từ bình ra cốc uống. Mẹ nhắc An cẩn thận vì nước trong bình còn nóng. Nhiệt độ của nước trong bình khoảng:,"['A. 35 oC', 'B. 38 oC', 'C. 10 oC', 'D. 80 oC']",An rót nước từ bình ra cốc uống. Mẹ nhắc An cẩn thận vì nước trong bình còn nóng. Nhiệt độ của nước trong bình khoảng: 80 oC,D. 80 oC
207,"Anh Sơn chia đều số mật ong thu hoạch được sáng nay vào 6 chai, mỗi chai đựng 1 500 ml mật ong. Vậy số mật ong anh Sơn thu hoạch được sáng nay là:","['A. 1 506 ml', 'B. 1 600 ml', 'C. 9 000 ml', 'D. 6 000 ml']","Số mật ong anh Sơn thu hoạch được sáng nay là:
 1 500 × 6 = 9 000 (ml)
 Đáp số: 9 000 ml",C. 9 000 ml
208,Anh Sơn đóng tất cả số ngô vừa thu hoạch được vào các bao tải thì được 5 bao to và 1 bao nhỏ. Mỗi bao to cân nặng 30 kg và bao nhỏ cân nặng 15 kg. Vậy anh Sơn thu hoạch được số ki-lô-gam ngô là:,"['A. 155kg', 'B. 105 kg', 'C. 50 kg', 'D. 165 kg']","5 bao to nặng số ki-lô-gam là:
 30 × 5 = 150 (kg)
 Anh Sơn thu hoạch được số ki-lô-gam ngô là:
 150 + 15 = 165 (kg)
 Đáp số: 165 kg",D. 165 kg
209,Ba tờ giấy bạc nào dưới đây có tổng số tiền bằng 60 000 đồng?,"['A. 3 tờ giấy bạc 10 000 đồng', 'B. 1 tờ giấy bạc 10 000 đồng và 2 tờ giấy bạc 20 000 đồng', 'C. 2 tờ giấy bạc 10 000 đồng và 1 tờ giấy bạc 20 000 đồng', 'D. 3 tờ giấy bạc 20 000 đồng']",,D. 3 tờ giấy bạc 20 000 đồng
21,Phép chia 81 215 : 3 có số dư là:,"['A.1', 'B.2', 'C.3', 'D.4']",,B.2
210,Ba tờ giấy bạc nào dưới đây có tổng số tiền bằng 60000 đồng,"['A. 3 tờ giấy bạc 10000 đồng', 'B. 1 tờ giấy bạc 10000 đồng và 2 tờ giấy bạc 20000 đồng', 'C. 2 tờ giấy bạc 10000 đồng và 1 tờ giấy bạc 20000 đồng', 'D. 3 tờ giấy bạc 20000 đồng']",,D. 3 tờ giấy bạc 20000 đồng
211,"Bác An gửi tiết kiệm 20 000 000 đồng, sau một năm bác An lấy tiền gốc và lãi là 21 500 000 đồng. Lãi suất của ngân hàng là:","['A. 6%', 'B. 7,5%', 'C. 6,5%', 'D. 7%']","Số tiền lãi là:21 500 000 – 20 000 000 = 1 500 000 (đồng)Lãi suất của ngân hàng là:1 500 000 : 20 000 000 ${\times}$ 100% = 7,5% 
 Đáp số: 7,5%","B. 7,5%"
212,"Bác Dậu nhận sửa một con đường. Ngày đầu bác sửa được $\frac{2}{3}$ con đường. Ngày thứ hai bác sửa được $\frac{1}{4}$ con đường. Sau hai ngày, bác Dậu còn phải sửa tiếp số phần con đường để xong cả con đường là:","['A. $\\frac{3}{7}$ (con đường)', 'B. $\\frac{1}{12}$ (con đường)', 'C. $\\frac{11}{12}$ (con đường)', 'D. $\\frac{3}{8}$ (con đường)']",,B. $\frac{1}{12}$ (con đường)
214,Bạn Nam mang hai tờ tiền có mệnh giá 10 000 đồng đi mua bút chì. Bạn mua hết 15 000. Bạn Nam còn thừa ...………đồng.,"['A. 10 000 đồng', 'B. 5 000 đồng', 'C. 2 000 đồng', 'D. 1 000 đồng']",,B. 5 000 đồng
215,"Bảo có ít hơn An 15 viên bi. An cho bảo 4 viên. Lúc này, An có nhiều hơn Bảo số viên bi là:","['A. 11 viên bi', 'B. 19 viên bi', 'C. 7 viên bi', 'D. 9 viên bi']","Lúc này, An giảm số viên bi là: 15 – 4 = 9 (viên bi)
 Lúc này, Bảo tăng số viên bi là: 4 : 2 = 2 (viên bi)
 Lúc này, An hơn Bảo số viên bi là: 9 – 2 = 7 (viên bi)",C. 7 viên bi
216,"Bây giờ là 16 giờ kém 10 phút. An và bố dự định cùng nhau đi thả diều khoảng 50 phút, sau đó sẽ về nhà. Vậy An và bố sẽ về nhà lúc:","['A. 16 giờ 40 phút', 'B. 16 giờ 45 phút', 'C. 16 giờ rưỡi', 'D. 17 giờ']",An và bố về nhà lúc 16 giờ 40 phút,A. 16 giờ 40 phút
217,Biết 25% của một số bằng 250. Vậy 18% của số đó là:,"['A. 180', 'B. 200', 'C. 250', 'D. 320']",,A. 180
